54470.4754 4.4340400000000004e-16 7.35103e-18 SDSS_i
54470.47772 7.211069999999999e-16 1.12908e-17 SDSS_r
54470.480039999995 9.028180000000001e-16 1.41359e-17 BessellV
54470.4849 9.90832e-16 1.64266e-17 BessellB
54474.436239999995 7.33162e-16 1.28301e-17 SDSS_i
54474.43855 1.17273e-15 1.83622e-17 SDSS_r
54474.44089 1.4282400000000001e-15 1.97318e-17 BessellV
54474.44575 1.2531399999999999e-15 1.8467e-17 BessellB
54475.40567000001 8.02417e-16 1.10858e-17 SDSS_i
54475.408 1.27174e-15 1.6398499999999998e-17 SDSS_r
54475.410339999995 1.5417e-15 2.1299400000000002e-17 BessellV
54475.41519 1.28944e-15 1.9001800000000003e-17 BessellB
54476.43241 8.511380000000001e-16 1.48946e-17 SDSS_i
54476.434720000005 1.3803800000000002e-15 2.03421e-17 SDSS_r
54476.43704 1.6323000000000001e-15 2.2551100000000003e-17 BessellV
54476.44191 1.32556e-15 1.9534200000000002e-17 BessellB
54477.358870000004 9.09494e-16 1.42405e-17 SDSS_i
54477.36117999999 1.4441100000000001e-15 2.12812e-17 SDSS_r
54477.363489999996 1.7139600000000001e-15 2.36792e-17 BessellV
54477.36835 1.33906e-15 1.9733100000000002e-17 BessellB
54478.3883 9.691700000000001e-16 1.6067500000000002e-17 SDSS_i
54478.390620000006 1.5545299999999998e-15 2.2908499999999998e-17 SDSS_r
54478.392920000006 1.8314699999999998e-15 2.53027e-17 BessellV
54478.397789999995 1.32678e-15 1.95522e-17 BessellB
54480.389129999996 1.07349e-15 1.48309e-17 SDSS_i
54480.39146 1.65501e-15 2.13405e-17 SDSS_r
54480.393789999995 1.9284099999999997e-15 2.4865900000000003e-17 BessellV
54480.398629999996 1.2682399999999999e-15 1.8689400000000002e-17 BessellB
54481.50664 1.1272e-15 1.97256e-17 SDSS_i
54481.50896 1.77664e-15 2.45452e-17 SDSS_r
54481.51127 1.89496e-15 2.6179799999999997e-17 BessellV
54481.51614 1.2554500000000001e-15 1.8500999999999997e-17 BessellB
54482.42545 1.11995e-15 1.85673e-17 SDSS_i
54482.42596 1.78649e-15 2.79721e-17 SDSS_r
54482.4373 1.95884e-15 2.88666e-17 BessellV
54482.44583 1.18032e-15 1.73939e-17 BessellB
54483.27476 1.1240899999999999e-15 2.07064e-17 SDSS_i
54483.27777000001 1.7587299999999999e-15 2.7537499999999997e-17 SDSS_r
54483.280770000005 1.8845199999999997e-15 2.6035599999999997e-17 BessellV
54483.286620000006 1.13868e-15 1.78289e-17 BessellB
54484.360570000004 1.10764e-15 1.8363199999999998e-17 SDSS_i
54484.36358 1.77828e-15 2.6205700000000005e-17 SDSS_r
54484.36659 1.7474299999999999e-15 2.897e-17 BessellV
54484.37214 1.06365e-15 1.66542e-17 BessellB
54485.410379999994 1.72663e-15 2.3854299999999998e-17 BessellV
54485.415929999996 9.57635e-16 1.5876300000000002e-17 BessellB
54494.463039999995 9.08657e-16 1.2553599999999998e-17 SDSS_i
54494.46605 1.24165e-15 1.60105e-17 SDSS_r
