# wavelength flux
3485.00480 1.05157e-17
3486.47202 2.25259e-17
3487.93924 2.41851e-17
3489.40645 1.50130e-17
3490.88386 1.30665e-17
3492.35107 1.61043e-17
3493.81829 2.20837e-17
3495.28550 1.79199e-17
3496.76291 2.86093e-17
3498.23013 2.88713e-17
3499.69734 3.38490e-17
3501.17475 3.59271e-17
3502.64196 2.22304e-17
3504.10918 2.82087e-17
3505.57640 2.30665e-17
3507.05380 2.13837e-17
3508.52102 2.60982e-17
3509.98823 2.13140e-17
3511.45545 1.78649e-17
3512.93285 2.64593e-17
3514.40007 2.67284e-17
3515.86728 3.01005e-17
3517.34469 3.46219e-17
3518.81191 2.45436e-17
3520.27912 2.64207e-17
3521.74634 3.87280e-17
3523.22374 3.07282e-17
3524.69096 2.74390e-17
3526.15817 2.68149e-17
3527.62539 2.94215e-17
3529.10280 2.20491e-17
3530.57001 1.91612e-17
3532.03723 9.76737e-18
3533.51463 2.36481e-17
3534.98185 2.86318e-17
3536.44906 2.76817e-17
3537.91628 5.73539e-18
3539.39369 2.50623e-17
3540.86090 2.69380e-17
3542.32812 2.04027e-17
3543.79533 2.89503e-17
3545.27274 3.02444e-17
3546.73995 1.42337e-17
3548.20717 2.20391e-17
3549.68458 2.88406e-17
3551.15179 1.97151e-17
3552.61901 2.43495e-17
3554.08622 1.69898e-17
3555.56363 2.88319e-17
3557.03084 3.59327e-17
3558.49806 2.11691e-17
3559.96528 2.16898e-17
3561.44268 1.62971e-17
3562.90990 2.71775e-17
3564.37711 2.63754e-17
3565.85452 1.92014e-17
3567.32173 2.13304e-17
3568.78895 1.71418e-17
3570.25617 2.10423e-17
3571.73357 2.16373e-17
3573.20079 1.62276e-17
3574.66800 2.71742e-18
3576.13522 2.07951e-17
3577.61262 2.39434e-17
3579.07984 3.12499e-17
3580.54706 2.21097e-17
3582.02446 1.94455e-17
3583.49168 2.13797e-17
3584.95889 2.12992e-17
3586.42611 3.34294e-17
3587.90351 2.55186e-17
3589.37073 2.13951e-17
3590.83795 1.53190e-17
3592.30516 1.65825e-17
3593.78257 2.08737e-17
3595.24978 1.76833e-17
3596.71700 1.95029e-17
3598.19440 1.31487e-17
3599.66162 1.65464e-17
3601.12884 1.03902e-17
3602.59605 7.86475e-18
3604.07346 2.21720e-17
3605.54067 2.12747e-17
3607.00789 2.14439e-17
3608.47511 2.60874e-17
3609.95251 2.73412e-17
3611.41973 2.19829e-17
3612.88694 1.53846e-17
3614.36435 1.90198e-17
3615.83156 2.53846e-17
3617.29878 2.24473e-17
3618.76600 3.09183e-17
3620.24340 2.79199e-17
3621.71062 2.01651e-17
3623.17783 1.42487e-17
3624.64505 1.40891e-17
3626.12245 1.73520e-17
3627.58967 1.98871e-17
3629.05689 1.75674e-17
3630.53429 2.04979e-17
3632.00151 1.95096e-17
3633.46872 2.28040e-17
3634.93594 1.80833e-17
3636.41334 2.09668e-17
3637.88056 2.75644e-17
3639.34778 3.05068e-17
3640.81499 2.58482e-17
3642.29240 2.53511e-17
