# MJD flux flux_err filter
#55284.93000 9.52148e-18 3.07952e-17 BessellB
#55078.84000 3.30145e-17 4.78691e-17 BessellB
#55071.84000 3.45704e-17 2.63319e-17 BessellB
#55055.85000 3.82564e-17 7.86943e-17 BessellB
54982.09000 5.95257e-17 4.05061e-17 BessellB
54971.02000 6.06324e-17 1.97917e-17 BessellB
54964.16000 7.35707e-17 4.19992e-17 BessellB
54955.03000 1.03444e-16 1.66457e-17 BessellB
54954.95000 1.08319e-16 2.19479e-17 BessellB
54857.51000 1.71674e-16 1.43348e-17 BessellB
54943.88000 2.59839e-16 1.29536e-17 BessellB
54938.03000 3.332e-16 1.12305e-17 BessellB
54933.96000 3.61997e-16 1.29536e-17 BessellB
54921.99000 3.86104e-16 1.30735e-17 BessellB
54914.91000 3.89677e-16 9.80511e-18 BessellB
#55284.93000 7.0711e-18 9.21107e-19 BessellI
#55251.00000 1.08016e-17 4.65741e-18 BessellI
#55209.10000 1.66528e-17 4.67338e-18 BessellI
#55154.19000 2.975e-17 4.43855e-18 BessellI
55078.84000 6.10221e-17 2.69685e-18 BessellI
55071.84000 6.33121e-17 3.54341e-18 BessellI
55055.85000 7.61179e-17 2.1116e-18 BessellI
55041.86000 8.98435e-17 2.24669e-18 BessellI
55030.89000 9.49482e-17 1.44617e-18 BessellI
55008.88000 1.17351e-16 8.10575e-18 BessellI
54982.09000 1.46382e-16 4.25894e-18 BessellI
54978.87000 1.47736e-16 1.29178e-18 BessellI
54971.02000 1.60504e-16 7.33704e-18 BessellI
54964.16000 1.79261e-16 1.0652e-17 BessellI
54857.51000 1.89447e-16 4.8764e-18 BessellI
54956.92000 2.25677e-16 8.61137e-18 BessellI
54955.03000 2.29872e-16 7.53618e-18 BessellI
54954.95000 2.42933e-16 8.19501e-18 BessellI
54945.90000 3.60983e-16 5.49818e-18 BessellI
54945.95000 3.60983e-16 8.76383e-18 BessellI
54943.88000 4.18299e-16 1.20249e-17 BessellI
54938.03000 4.33997e-16 7.05328e-18 BessellI
54916.83000 4.38013e-16 7.29159e-18 BessellI
54921.99000 4.38013e-16 8.3169e-18 BessellI
54933.96000 4.38013e-16 8.98506e-18 BessellI
54914.91000 4.42066e-16 7.48858e-18 BessellI
54933.89000 4.42066e-16 5.48849e-18 BessellI
54937.91000 4.46156e-16 6.99215e-18 BessellI
