# MJD flux flux_err filter
#53858.92000 9.67174e-18 8.75652e-17 BessellB
#53813.96000 1.17356e-17 7.62518e-17 BessellB
#53774.13000 1.22773e-17 1.47218e-16 BessellB
#53715.07000 1.39413e-17 1.46947e-16 BessellB
#53725.22000 1.39928e-17 8.47093e-17 BessellB
53707.25000 1.49247e-17 1.09814e-16 BessellB
#53709.24000 1.51602e-17 1.16e-16 BessellB
53706.21000 1.56424e-17 8.47874e-17 BessellB
53699.22000 1.74383e-17 4.85019e-17 BessellB
53683.20000 2.21771e-17 1.48444e-16 BessellB
53679.27000 2.38509e-17 1.11342e-16 BessellB
#53718.19000 4.59944e-17 4.76606e-17 BessellB
#53769.04000 4.77205e-17 1.16536e-16 BessellB
53678.14000 9.09295e-17 8.47874e-17 BessellB
53681.26000 1.15533e-16 1.13047e-16 BessellB
53672.18000 2.62243e-16 4.94947e-17 BessellB
53671.17000 3.6233e-16 1.49404e-16 BessellB
53547.89000 7.56318e-16 1.25331e-16 BessellB
53661.76000 1.12177e-15 1.24297e-16 BessellB
53659.81000 1.17464e-15 1.24297e-16 BessellB
53659.78000 1.18224e-15 1.45869e-16 BessellB
#53548.91000 1.28087e-15 2.33325e-16 BessellB
53654.78000 1.43056e-15 3.39604e-16 BessellB
53653.76000 1.47606e-15 2.79105e-16 BessellB
53643.69000 1.53711e-15 5.27124e-16 BessellB
53627.98260 1.56424e-15 1.60089e-16 BessellB
#53548.95000 1.77298e-15 1.33801e-16 BessellB
53652.74000 1.78117e-15 3.39737e-16 BessellB
53548.96000 1.86683e-15 2.70807e-16 BessellB
53627.85000 2.09462e-15 1.22028e-16 BessellB
53620.75000 2.18125e-15 1.58475e-16 BessellB
53616.85000 2.20143e-15 3.48987e-16 BessellB
53618.85000 2.20549e-15 3.67527e-16 BessellB
#53614.85000 2.22589e-15 4.29824e-16 BessellB
53614.83000 2.25063e-15 1.24297e-16 BessellB
#53605.92000 2.2631e-15 3.72893e-16 BessellB
53627.75000 2.2631e-15 1.82284e-16 BessellB
#53612.85000 2.26937e-15 9.25404e-17 BessellB
#53609.84000 2.27355e-15 5.05066e-17 BessellB
#53609.87000 2.27984e-15 8.6523e-17 BessellB
53612.84000 2.28615e-15 7.28199e-17 BessellB
#53604.92000 2.29459e-15 3.68027e-16 BessellB
53604.85000 2.30943e-15 3.41571e-16 BessellB
53611.79000 2.32651e-15 1.73765e-16 BessellB
53609.90000 2.34804e-15 1.21467e-16 BessellB
53599.91000 2.47688e-15 5.11548e-16 BessellB
53598.94000 2.48373e-15 1.76995e-16 BessellB
#53617.78000 2.52758e-15 3.1297e-16 BessellB
#53594.88000 2.57694e-15 3.90919e-16 BessellB
53594.89000 2.59839e-15 3.63078e-16 BessellB
53603.16000 2.61761e-15 4.93774e-16 BessellB
53592.92000 2.66137e-15 4.81402e-16 BessellB
53597.17000 2.73089e-15 1.19801e-16 BessellB
#53594.18000 2.75109e-15 3.23671e-16 BessellB
#53588.88000 2.77143e-15 2.32029e-16 BessellB
53606.84000 2.77143e-15 1.84825e-16 BessellB
53591.19000 2.81776e-15 2.30525e-16 BessellB
53587.88000 2.87544e-15 1.20909e-16 BessellB
53585.93000 2.90472e-15 3.57916e-16 BessellB
#53592.81000 2.956e-15 3.27485e-16 BessellB
53584.90000 3.01651e-15 3.06802e-16 BessellB
#53585.19000 3.06129e-15 4.65403e-16 BessellB
#53584.88000 3.08962e-15 5.61881e-16 BessellB
53586.81000 3.09531e-15 3.02032e-16 BessellB
#53582.97000 3.10102e-15 1.19801e-16 BessellB
53582.89000 3.12971e-15 8.59669e-17 BessellB
53579.82000 3.332e-15 7.0186e-17 BessellB
#53579.19000 3.45386e-15 2.03218e-16 BessellB
53573.05380 3.5116e-15 5.06209e-16 BessellB
53578.90000 3.60333e-15 1.22028e-16 BessellB
53576.25000 3.71112e-15 1.95867e-16 BessellB
53568.02890 3.99121e-15 1.1925e-16 BessellB
#53576.90000 4.00963e-15 2.46977e-16 BessellB
53573.22000 4.05793e-15 3.69982e-16 BessellB
#53570.79000 4.35216e-15 8.51788e-17 BessellB
53571.90000 4.39648e-15 3.13693e-16 BessellB
53570.90000 4.45764e-15 1.1568e-16 BessellB
#53568.92000 4.5783e-15 2.91964e-16 BessellB
#53570.90000 4.59944e-15 2.19714e-16 BessellB
53569.22000 4.73265e-15 3.99355e-17 BessellB
53565.01560 5.24692e-15 1.60396e-16 BessellB
