# MJD flux flux_err filter
#51953.15959 3.03602e-17 1.37504e-16 BessellB
#51933.17647 4.78084e-17 4.86758e-17 BessellB
#51933.16865 5.01077e-17 9.40403e-17 BessellB
51906.21449 1.58893e-16 8.74636e-17 BessellB
51899.21820 2.57694e-16 2.54843e-16 BessellB
51882.25804 2.50441e-15 5.78708e-17 BessellB
51878.28508 3.32893e-15 2.21901e-17 BessellB
51879.32566 3.36593e-15 3.78731e-17 BessellB
51877.24925 3.72139e-15 8.87078e-17 BessellB
51875.33000 4.08042e-15 9.77983e-19 BessellB
#51953.16549 3.30131e-17 2.4369e-18 BessellI
#51933.18218 8.02208e-17 2.81381e-18 BessellI
#51933.17435 8.26203e-17 2.98896e-18 BessellI
51907.18263 1.72459e-16 3.59715e-18 BessellI
51906.21974 1.83945e-16 3.22204e-18 BessellI
51875.33000 1.02208e-15 4.3089e-18 BessellI
51882.26326 1.03821e-15 4.34272e-18 BessellI
51878.29032 1.17676e-15 3.17002e-18 BessellI
51877.25448 1.18001e-15 3.4081e-18 BessellI
51879.33088 1.19203e-15 3.36832e-18 BessellI
51864.00000 4.52178e-17 5.05881e-17 BessellR
#51953.16399 4.81847e-17 3.50501e-18 BessellR
#51933.18075 1.00394e-16 3.32247e-18 BessellR
#51933.17291 1.02167e-16 4.68025e-18 BessellR
51901.02000 1.4973e-16 5.19161e-18 BessellR
51906.21829 2.38621e-16 6.34117e-18 BessellR
51907.18118 2.41941e-16 6.8026e-18 BessellR
51899.22198 3.1168e-16 9.80584e-18 BessellR
51894.76000 3.43012e-16 6.28882e-18 BessellR
51893.82000 3.76105e-16 5.87233e-18 BessellR
51887.98000 1.03588e-15 3.23841e-18 BessellR
51878.87000 1.36556e-15 8.13451e-18 BessellR
51881.83000 1.36556e-15 9.28473e-18 BessellR
51882.26181 1.62521e-15 1.01117e-17 BessellR
51875.33000 1.75109e-15 4.92107e-17 BessellR
51881.00000 1.80015e-15 9.80392e-18 BessellR
51879.32941 1.85059e-15 7.41876e-18 BessellR
51878.28886 1.86427e-15 2.24043e-17 BessellR
51877.25302 1.93246e-15 2.81753e-17 BessellR
#51953.16213 3.57322e-17 6.80568e-17 BessellV
#51933.17895 7.56241e-17 2.95346e-17 BessellV
#51933.17111 8.06604e-17 3.89342e-17 BessellV
51906.21665 2.31558e-16 7.40463e-17 BessellV
51907.17955 2.33486e-16 4.39955e-17 BessellV
51899.22036 3.41869e-16 7.14775e-17 BessellV
51882.26017 2.21748e-15 1.09762e-16 BessellV
51879.32780 2.63184e-15 2.95346e-17 BessellV
51875.33000 2.66355e-15 7.90666e-17 BessellV
51878.28722 2.69563e-15 3.95996e-17 BessellV
51877.25140 2.77626e-15 7.66099e-17 BessellV
